iso,year,start,end,obs_matdeaths,pm_obs,env,mmr_obs,shortcite,obs_selogpm,type,modelinclude,crvs_completeness,definition,sens,var_sens,sens_sq,oneminsens_sq,spec,var_spec,spec_sq,oneminspec_sq,cov_sesp,completeness_inq
CUB,1986.5,1986,1987,87,0.02194752774974773,3964,NA,NA,NA,vr,TRUE,1,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,NA,0.9993325863685896,4.3005508606311845e-7,NA,4.4544097759599006e-7,-9.041765108417882e-6,NA
CUB,1987.5,1987,1988,88,0.021696252465483234,4056,NA,NA,NA,vr,TRUE,1,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,NA,0.9993325863685896,4.3005508606311845e-7,NA,4.4544097759599006e-7,-9.041765108417882e-6,NA
CUB,1988.5,1988,1989,73,0.017835328609821646,4093,NA,NA,NA,vr,TRUE,1,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,NA,0.9993325863685896,4.3005508606311845e-7,NA,4.4544097759599006e-7,-9.041765108417882e-6,NA
CUB,1989.5,1989,1990,70,0.017907393195190587,3909,NA,NA,NA,vr,TRUE,1,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,NA,0.9993325863685896,4.3005508606311845e-7,NA,4.4544097759599006e-7,-9.041765108417882e-6,NA
CUB,1990.5,1990,1991,78,0.019402985074626865,4020,NA,NA,NA,vr,TRUE,1,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,NA,0.9993325863685896,4.3005508606311845e-7,NA,4.4544097759599006e-7,-9.041765108417882e-6,NA
CUB,1991.5,1991,1992,80,0.019627085377821395,4076,NA,NA,NA,vr,TRUE,1,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,NA,0.9993325863685896,4.3005508606311845e-7,NA,4.4544097759599006e-7,-9.041765108417882e-6,NA
CUB,1992.5,1992,1993,71,0.016957248626701695,4187,NA,NA,NA,vr,TRUE,1,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,NA,0.9993325863685896,4.3005508606311845e-7,NA,4.4544097759599006e-7,-9.041765108417882e-6,NA
CUB,1993.5,1993,1994,56,0.013847675568743818,4044,NA,NA,NA,vr,TRUE,1,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,NA,0.9993325863685896,4.3005508606311845e-7,NA,4.4544097759599006e-7,-9.041765108417882e-6,NA
CUB,1994.5,1994,1995,84,0.02084884586746091,4029,NA,NA,NA,vr,TRUE,1,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,NA,0.9993325863685896,4.3005508606311845e-7,NA,4.4544097759599006e-7,-9.041765108417882e-6,NA
CUB,1995.5,1995,1996,70,0.017561465127947817,3986,NA,NA,NA,vr,TRUE,1,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,NA,0.9993325863685896,4.3005508606311845e-7,NA,4.4544097759599006e-7,-9.041765108417882e-6,NA
CUB,1996.5,1996,1997,51,0.013185108583247156,3868,NA,NA,NA,vr,TRUE,1,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,NA,0.9993325863685896,4.3005508606311845e-7,NA,4.4544097759599006e-7,-9.041765108417882e-6,NA
CUB,1997.5,1997,1998,59,0.016115815350996994,3661,NA,NA,NA,vr,TRUE,1,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,NA,0.9993325863685896,4.3005508606311845e-7,NA,4.4544097759599006e-7,-9.041765108417882e-6,NA
CUB,1998.5,1998,1999,59,0.015687317202871576,3761,NA,NA,NA,vr,TRUE,1,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,NA,0.9993325863685896,4.3005508606311845e-7,NA,4.4544097759599006e-7,-9.041765108417882e-6,NA
CUB,1999.5,1999,2000,66,0.0187446748082931,3521,NA,NA,NA,vr,TRUE,1,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,NA,0.9993325863685896,4.3005508606311845e-7,NA,4.4544097759599006e-7,-9.041765108417882e-6,NA
CUB,2000.5,2000,2001,58,0.016796988126267013,3453,NA,NA,NA,vr,FALSE,1,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,NA,0.9993325863685896,4.3005508606311845e-7,NA,4.4544097759599006e-7,-9.041765108417882e-6,NA
CUB,2001.5,2001,2002,47,0.014190821256038648,3312,NA,NA,NA,vr,FALSE,1,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,NA,0.9993325863685896,4.3005508606311845e-7,NA,4.4544097759599006e-7,-9.041765108417882e-6,NA
CUB,2002.5,2002,2003,58,0.018459579885423297,3142,NA,NA,NA,vr,FALSE,1,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,NA,0.9993325863685896,4.3005508606311845e-7,NA,4.4544097759599006e-7,-9.041765108417882e-6,NA
CUB,2003.5,2003,2004,54,0.017408123791102514,3102,NA,NA,NA,vr,FALSE,1,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,NA,0.9993325863685896,4.3005508606311845e-7,NA,4.4544097759599006e-7,-9.041765108417882e-6,NA
CUB,2004.5,2004,2005,49,0.016107823800131493,3042,NA,NA,NA,vr,FALSE,1,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,NA,0.9993325863685896,4.3005508606311845e-7,NA,4.4544097759599006e-7,-9.041765108417882e-6,NA
CUB,2005.5,2005,2006,62,0.01996779388083736,3105,NA,NA,NA,vr,FALSE,1,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,NA,0.9993325863685896,4.3005508606311845e-7,NA,4.4544097759599006e-7,-9.041765108417882e-6,NA
CUB,2006.5,2006,2007,55,0.019469026548672566,2825,NA,NA,NA,vr,FALSE,1,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,NA,0.9993325863685896,4.3005508606311845e-7,NA,4.4544097759599006e-7,-9.041765108417882e-6,NA
CUB,2007.5,2007,2008,35,0.012224938875305624,2863,NA,NA,NA,vr,FALSE,1,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,NA,0.9993325863685896,4.3005508606311845e-7,NA,4.4544097759599006e-7,-9.041765108417882e-6,NA
CUB,2008.5,2008,2009,57,0.01948051948051948,2926,NA,NA,NA,vr,FALSE,1,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,NA,0.9993325863685896,4.3005508606311845e-7,NA,4.4544097759599006e-7,-9.041765108417882e-6,NA
CUB,2009.5,2009,2010,61,0.021012745435756115,2903,NA,NA,NA,vr,FALSE,1,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,NA,0.9993325863685896,4.3005508606311845e-7,NA,4.4544097759599006e-7,-9.041765108417882e-6,NA
CUB,2010.5,2010,2011,55,0.018867924528301886,2915,NA,NA,NA,vr,FALSE,1,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,NA,0.9993325863685896,4.3005508606311845e-7,NA,4.4544097759599006e-7,-9.041765108417882e-6,NA
CUB,2011.5,2011,2012,54,0.02012672381662318,2683,NA,NA,NA,vr,FALSE,1,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,NA,0.9993325863685896,4.3005508606311845e-7,NA,4.4544097759599006e-7,-9.041765108417882e-6,NA
CUB,2012.5,2012,2013,42,0.015526802218114602,2705,NA,NA,NA,vr,FALSE,1,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,NA,0.9993325863685896,4.3005508606311845e-7,NA,4.4544097759599006e-7,-9.041765108417882e-6,NA
CUB,2013.5,2013,2014,49,0.018208844295800816,2691,NA,NA,NA,vr,FALSE,1,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,NA,0.9993325863685896,4.3005508606311845e-7,NA,4.4544097759599006e-7,-9.041765108417882e-6,NA
CUB,2014.5,2014,2015,43,0.01661514683153014,2588,NA,NA,NA,vr,FALSE,1,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,NA,0.9993325863685896,4.3005508606311845e-7,NA,4.4544097759599006e-7,-9.041765108417882e-6,NA
CUB,2015.5,2015,2016,52,0.019644880997355497,2647,NA,NA,NA,vr,FALSE,1,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,NA,0.9993325863685896,4.3005508606311845e-7,NA,4.4544097759599006e-7,-9.041765108417882e-6,NA
CUB,2016.5,2016,2017,49,0.01989443767762891,2463,NA,NA,NA,vr,FALSE,1,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,NA,0.9993325863685896,4.3005508606311845e-7,NA,4.4544097759599006e-7,-9.041765108417882e-6,NA
ECU,1985.5,1985,1986,395,0.10684338652961861,3697,NA,NA,NA,vr,TRUE,0.793007293007293,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,0.17293727290738103,0.9993325863685896,4.3005508606311845e-7,0.9986656181781566,4.4544097759599006e-7,-7.411691833039417e-6,NA
ECU,1986.5,1986,1987,325,0.08838727223279848,3677,NA,NA,NA,vr,TRUE,0.8070676031606673,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,0.17293727290738103,0.9993325863685896,4.3005508606311845e-7,0.9986656181781566,4.4544097759599006e-7,-7.236834583060253e-6,NA
ECU,1987.5,1987,1988,352,0.09467455621301775,3718,NA,NA,NA,vr,TRUE,0.8187623871393966,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,0.17293727290738103,0.9993325863685896,4.3005508606311845e-7,0.9986656181781566,4.4544097759599006e-7,-7.0169520698452995e-6,NA
ECU,1988.5,1988,1989,329,0.0856994008856473,3839,NA,NA,NA,vr,TRUE,0.8286207640837471,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,0.17293727290738103,0.9993325863685896,4.3005508606311845e-7,0.9986656181781566,4.4544097759599006e-7,-6.8374699458845556e-6,NA
ECU,1989.5,1989,1990,339,0.08867381637457494,3823,NA,NA,NA,vr,TRUE,0.8325348432055749,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,0.17293727290738103,0.9993325863685896,4.3005508606311845e-7,0.9986656181781566,4.4544097759599006e-7,-6.6352519631573035e-6,NA
ECU,1990.5,1990,1991,306,0.08333333333333333,3672,NA,NA,NA,vr,TRUE,0.8322756119673618,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,0.17293727290738103,0.9993325863685896,4.3005508606311845e-7,0.9986656181781566,4.4544097759599006e-7,-6.558312665687866e-6,NA
ECU,1991.5,1991,1992,314,0.0794735509997469,3951,NA,NA,NA,vr,TRUE,0.8337201941337835,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,0.17293727290738103,0.9993325863685896,4.3005508606311845e-7,0.9986656181781566,4.4544097759599006e-7,-6.342434033331246e-6,NA
ECU,1992.5,1992,1993,337,0.08376833209047974,4023,NA,NA,NA,vr,TRUE,0.8325745033112583,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,0.17293727290738103,0.9993325863685896,4.3005508606311845e-7,0.9986656181781566,4.4544097759599006e-7,-6.30290600067153e-6,NA
ECU,1993.5,1993,1994,344,0.08325266214908035,4132,NA,NA,NA,vr,TRUE,0.8323932312651088,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,0.17293727290738103,0.9993325863685896,4.3005508606311845e-7,0.9986656181781566,4.4544097759599006e-7,-6.113992380516342e-6,NA
ECU,1994.5,1994,1995,239,0.05945273631840796,4020,NA,NA,NA,vr,TRUE,0.8273307264869315,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,0.17293727290738103,0.9993325863685896,4.3005508606311845e-7,0.9986656181781566,4.4544097759599006e-7,-5.982188111228234e-6,NA
ECU,1995.5,1995,1996,170,0.043256997455470736,3930,NA,NA,NA,vr,TRUE,0.8282402528977871,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,0.17293727290738103,0.9993325863685896,4.3005508606311845e-7,0.9986656181781566,4.4544097759599006e-7,-5.851032526081263e-6,NA
ECU,1996.5,1996,1997,193,0.04840732380235766,3987,NA,NA,NA,vr,TRUE,0.8247827885808854,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,0.17293727290738103,0.9993325863685896,4.3005508606311845e-7,0.9986656181781566,4.4544097759599006e-7,-5.568667838196304e-6,NA
ECU,1997.5,1997,1998,162,0.04257555847568988,3805,NA,NA,NA,vr,TRUE,0.8202198749730545,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,0.17293727290738103,0.9993325863685896,4.3005508606311845e-7,0.9986656181781566,4.4544097759599006e-7,-5.408435060802261e-6,NA
ECU,1998.5,1998,1999,148,0.03572290610668598,4143,NA,NA,NA,vr,TRUE,0.815711754282339,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,0.17293727290738103,0.9993325863685896,4.3005508606311845e-7,0.9986656181781566,4.4544097759599006e-7,-5.1511103841395725e-6,NA
ECU,1999.5,1999,2000,206,0.04962659600096362,4151,NA,NA,NA,vr,TRUE,0.8099512195121952,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,0.17293727290738103,0.9993325863685896,4.3005508606311845e-7,0.9986656181781566,4.4544097759599006e-7,-4.881140466539239e-6,NA
ECU,2000.5,2000,2001,232,0.05714285714285714,4060,NA,NA,NA,vr,TRUE,0.8068362480127186,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,0.17293727290738103,0.9993325863685896,4.3005508606311845e-7,0.9986656181781566,4.4544097759599006e-7,-4.582018784870567e-6,NA
ECU,2001.5,2001,2002,186,0.045689019896831246,4071,NA,NA,NA,vr,TRUE,0.803751233958539,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,0.17293727290738103,0.9993325863685896,4.3005508606311845e-7,0.9986656181781566,4.4544097759599006e-7,-4.342073192633359e-6,NA
ECU,2002.5,2002,2003,149,0.036945202082816764,4033,NA,NA,NA,vr,TRUE,0.8003572137328835,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,0.17293727290738103,0.9993325863685896,4.3005508606311845e-7,0.9986656181781566,4.4544097759599006e-7,-4.04453978601907e-6,NA
ECU,2003.5,2003,2004,138,0.03560371517027864,3876,NA,NA,NA,vr,TRUE,0.7981878088962109,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,0.17293727290738103,0.9993325863685896,4.3005508606311845e-7,0.9986656181781566,4.4544097759599006e-7,-3.7183233274912034e-6,NA
ECU,2004.5,2004,2005,129,0.03362877997914494,3836,NA,NA,NA,vr,TRUE,0.795850622406639,maternal,0.5914439903176197,0.04893661428197306,0.3500192284062159,0.1671312477709765,0.9992151774642202,4.3005508606311845e-7,0.9984310260142837,6.71085843526665e-7,-2.023770390148644e-6,NA
ECU,2005.5,2005,2006,143,0.036029226505416984,3969,NA,NA,NA,vr,TRUE,0.7950721153846154,maternal,0.5987452539352592,0.03697304838688324,0.3588157305050903,0.1613252226345719,0.9990977685598508,4.3005508606311845e-7,0.9981964338504109,8.967307094573399e-7,-1.8214689467732935e-6,NA
ECU,2006.5,2006,2007,135,0.03415127751075133,3953,NA,NA,NA,vr,TRUE,0.7918669871794872,maternal,0.6060465175528986,0.025009482491793425,0.3676122326039647,0.15551919749816737,0.9989803596554814,4.3005508606311845e-7,0.997961841686538,1.1223755753880148e-6,-1.5341612475772693e-6,NA
ECU,2007.5,2007,2008,176,0.045081967213114756,3904,NA,NA,NA,vr,TRUE,0.789165150596321,maternal,0.6133477811705381,0.013045916596703601,0.3764087347028391,0.1497131723617628,0.998862950751112,4.3005508606311845e-7,0.9977272495226652,1.3480204413186898e-6,-1.1500373545955063e-6,NA
ECU,2008.5,2008,2009,97,0.025006444960041247,3879,NA,NA,NA,vr,FALSE,0.7879341864716636,maternal,0.6206490447881776,0.0010823507016137811,0.3852052368017135,0.14390714722535825,0.9987455418467426,4.3005508606311845e-7,0.9974926573587923,1.5736653072493647e-6,-1.2053909688023051e-6,NA
ECU,2009.5,2009,2010,142,0.03620601733809281,3922,NA,NA,NA,vr,FALSE,0.7856570512820513,maternal,0.6805856124539771,6.710569676206045e-4,0.4631967759097043,0.10202555100175001,0.9985586635708938,4.3005508606311845e-7,0.9971194045924969,2.077450709377767e-6,-9.491254674362684e-7,NA
ECU,2010.5,2010,2011,160,0.04048582995951417,3952,NA,NA,NA,vr,FALSE,0.7831946095917558,maternal,0.744860705518255,5.539863730927606e-4,0.5548174706252054,0.0650960595886953,0.9983213049683028,4.3005508606311845e-7,0.9966454279537684,2.8180171626570093e-6,-8.623696681697512e-7,NA
ECU,2011.5,2011,2012,184,0.046219542828435066,3981,NA,NA,NA,vr,FALSE,0.7764774722059684,maternal,0.7573939351881331,4.6220063675507186e-4,0.5736455731428055,0.0588577027665392,0.9982321624903112,4.3005508606311845e-7,0.9964674502303128,3.1252496905306236e-6,-7.876970182384684e-7,NA
ECU,2012.5,2012,2013,165,0.043261667540639745,3814,NA,NA,NA,vr,FALSE,0.7725339274863278,maternal,0.7717291320607989,4.3764845738045535e-4,0.5955658533316125,0.05210758921001467,0.9981546514506509,4.3005508606311845e-7,0.9963127082126259,3.4053113240939866e-6,-7.664902462989934e-7,NA
ECU,2013.5,2013,2014,114,0.030055365146322174,3793,NA,NA,NA,vr,FALSE,0.7770948576111453,maternal,0.7518024915352006,5.974914157028562e-4,0.5652069862791619,0.061602003208760525,0.9978114702986403,4.3005508606311845e-7,0.9956277302595378,4.789662257332135e-6,-8.955910952400572e-7,NA
ECU,2014.5,2014,2015,131,0.03530045809754783,3711,NA,NA,NA,vr,FALSE,0.762012320328542,maternal,0.7620533659355393,5.493721869091928e-4,0.5807253326194763,0.05661860074839764,0.9973103937487875,4.3005508606311845e-7,0.9946280214794281,7.233981853136579e-6,-8.587707939909627e-7,NA
ECU,2015.5,2015,2016,118,0.03323943661971831,3550,NA,NA,NA,vr,FALSE,0.726119860912252,maternal,0.7546928189799771,6.277352032879475e-4,0.5695612516125731,0.06017561365261894,0.9968770545015804,4.3005508606311845e-7,0.9937638617917763,9.752788615513753e-6,-9.179777904478193e-7,NA
ECU,2016.5,2016,2017,100,0.025846471956577927,3869,NA,NA,NA,vr,FALSE,0.7949455516745428,maternal,0.7340481723146173,6.478589394217364e-4,0.5388267193070102,0.07073037467777565,0.9965980808627819,4.3005508606311845e-7,0.9932077347794122,1.1573053848297683e-5,-9.325758389448174e-7,NA
SLV,1990.5,1990,1991,54,0.028008298755186723,1928,NA,NA,NA,vr,TRUE,0.7143386439422008,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,0.17293727290738103,0.9993325863685896,4.3005508606311845e-7,0.9986656181781566,4.4544097759599006e-7,-4.564645126283347e-6,NA
SLV,1991.5,1991,1992,75,0.03987240829346093,1881,NA,NA,NA,vr,TRUE,0.734192037470726,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,0.17293727290738103,0.9993325863685896,4.3005508606311845e-7,0.9986656181781566,4.4544097759599006e-7,-4.4258288930239055e-6,NA
SLV,1992.5,1992,1993,48,0.024883359253499222,1929,NA,NA,NA,vr,TRUE,0.7494172494172494,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,0.17293727290738103,0.9993325863685896,4.3005508606311845e-7,0.9986656181781566,4.4544097759599006e-7,-4.326830456328653e-6,NA
SLV,1993.5,1993,1994,61,0.030257936507936508,2016,NA,NA,NA,vr,TRUE,0.7756829549826857,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,0.17293727290738103,0.9993325863685896,4.3005508606311845e-7,0.9986656181781566,4.4544097759599006e-7,-4.231099172233058e-6,NA
SLV,1995.5,1995,1996,54,0.02721774193548387,1984,NA,NA,NA,vr,TRUE,0.7483968313843833,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,0.17293727290738103,0.9993325863685896,4.3005508606311845e-7,0.9986656181781566,4.4544097759599006e-7,-3.915715988144118e-6,NA
SLV,1996.5,1996,1997,41,0.02036761053154496,2013,NA,NA,NA,vr,TRUE,0.7530864197530864,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,0.17293727290738103,0.9993325863685896,4.3005508606311845e-7,0.9986656181781566,4.4544097759599006e-7,-3.8177485918695705e-006,NA
SLV,1997.5,1997,1998,42,0.01953488372093023,2150,NA,NA,NA,vr,TRUE,0.801043219076006,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,0.17293727290738103,0.9993325863685896,4.3005508606311845e-7,0.9986656181781566,4.4544097759599006e-7,-3.656722672281918e-6,NA
SLV,1998.5,1998,1999,40,0.019175455417066157,2086,NA,NA,NA,vr,TRUE,0.7555233611010503,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,0.17293727290738103,0.9993325863685896,4.3005508606311845e-7,0.9986656181781566,4.4544097759599006e-7,-3.5031782502368243e-6,NA
SLV,1999.5,1999,2000,23,0.011886304909560724,1935,NA,NA,NA,vr,TRUE,0.7220149253731343,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,0.17293727290738103,0.9993325863685896,4.3005508606311845e-7,0.9986656181781566,4.4544097759599006e-7,-3.2949283582638196e-6,NA
SLV,2000.5,2000,2001,31,0.015523284927391086,1997,NA,NA,NA,vr,TRUE,0.7507518796992482,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,0.17293727290738103,0.9993325863685896,4.3005508606311845e-7,0.9986656181781566,4.4544097759599006e-7,-3.0439696905442284e-6,NA
SLV,2001.5,2001,2002,28,0.013176470588235295,2125,NA,NA,NA,vr,TRUE,0.7581163039600428,maternal,0.5270427048867423,0.049325299586033065,0.2908156636650425,0.2367302538915578,0.9993608624707082,3.9536212028277033e-7,0.998722136636372,4.116949556333267e-7,-1.3515387828031388e-6,NA
SLV,2002.5,2002,2003,31,0.01615424700364773,1919,NA,NA,NA,vr,TRUE,0.7310476190476191,maternal,0.4699426830735045,0.037750418995003254,0.24040860102274353,0.30052323487573457,0.999389138572827,3.6066915450242216e-7,0.9987786550945874,3.779489336706634e-7,-1.1941471745029334e-6,NA
SLV,2003.5,2003,2004,26,0.01329923273657289,1955,NA,NA,NA,vr,TRUE,0.7453297750667175,maternal,0.4128426612602666,0.026175538403973443,0.19000153838044453,0.3643162158599113,0.9994174146749456,3.2597618872207404e-7,0.9988351735528029,3.44202911708e-7,-1.0833538235851246e-6,NA
SLV,2004.5,2004,2005,21,0.010365251727541954,2026,NA,NA,NA,vr,TRUE,0.773577701412753,maternal,0.3557426394470287,0.014600657812943632,0.13959447573814554,0.4281091968440881,0.9994456907770644,2.912832229417259e-7,0.9988916920110184,3.1045688974533667e-7,-9.422468556459326e-7,NA
SLV,2005.5,2005,2006,23,0.01098901098901099,2093,NA,NA,NA,vr,TRUE,0.8003824091778202,maternal,0.29864261763379085,0.0030257772219138184,0.08918741309584655,0.49190217782826484,0.999473966879183,2.5659025716137775e-7,0.9989482104692338,2.7671086778267334e-7,-1.5567556236153234e-6,NA
SLV,2006.5,2006,2007,21,0.009722222222222222,2160,NA,NA,NA,vr,TRUE,0.8381839348079162,maternal,0.29864261763379085,0.0039019130491867067,0.08918741309584655,0.49212523737053804,0.999473966879183,3.177936136274172e-7,0.9989261642607277,2.7671086778267334e-7,-1.967402704140471e-6,NA
SLV,2007.5,2007,2008,17,0.008228460793804453,2066,NA,NA,NA,vr,TRUE,0.8101960784313725,maternal,0.29864261763379085,0.004814396078258479,0.08918741309584655,0.4936583399419593,0.999473966879183,3.515521396787473e-7,0.9989449366066699,2.7671086778267334e-7,-2.298516727773889e-6,NA
SLV,2008.5,2008,2009,18,0.008832188420019628,2038,NA,NA,NA,vr,TRUE,0.8029944838455477,maternal,0.29864261763379085,0.005891369596135271,0.08918741309584655,0.49634047185082136,0.999473966879183,4.1474669785661465e-7,0.9989049857273651,2.7671086778267334e-7,-2.7617317365088712e-6,NA
SLV,2009.5,2009,2010,14,0.006337709370755998,2209,NA,NA,NA,vr,TRUE,0.8642410015649452,maternal,0.29864261763379085,0.0066617317649667355,0.08918741309584655,0.4983726613967145,0.999473966879183,4.3005508606311845e-7,0.9989157598025766,2.7671086778267334e-7,-2.990456591163564e-6,NA
SLV,2010.5,2010,2011,17,0.008087535680304472,2102,NA,NA,NA,vr,TRUE,0.843160850381067,maternal,0.29864261763379085,0.007748660871837561,0.08918741309584655,0.49849527778100455,0.999473966879183,4.3005508606311845e-7,0.9989251957777485,2.7671086778267334e-7,-3.2252045123217513e-6,NA
SLV,2011.5,2011,2012,16,0.007249660172179429,2207,NA,NA,NA,vr,TRUE,0.8920776071139854,maternal,0.29864261763379085,0.008662939183800187,0.08918741309584655,0.4989890508196226,0.999473966879183,4.3005508606311845e-7,0.9989373715851059,2.7671086778267334e-7,-3.4101742012049353e-6,NA
SLV,2012.5,2012,2013,17,0.009037745879851143,1881,NA,NA,NA,vr,TRUE,0.7637028014616322,maternal,0.29864261763379085,0.00975208047676581,0.08918741309584655,0.4993783457750435,0.999473966879183,4.3005508606311845e-7,0.9989218410176506,2.7671086778267334e-7,-3.618200006125273e-6,NA
GRD,1985.5,1985,1986,2,0.05263157894736842,38,NA,NA,NA,vr,TRUE,0.9047619047619048,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,NA,0.9993325863685896,4.3005508606311845e-7,NA,4.4544097759599006e-7,-9.041765108417882e-6,NA
GRD,1988.5,1988,1989,1,0.027777777777777776,36,NA,NA,NA,vr,TRUE,0.9473684210526315,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,NA,0.9993325863685896,4.3005508606311845e-7,NA,4.4544097759599006e-7,-9.041765108417882e-6,NA
GRD,1989.5,1989,1990,0,0,31,NA,NA,NA,vr,TRUE,0.8611111111111112,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,NA,0.9993325863685896,4.3005508606311845e-7,NA,4.4544097759599006e-7,-9.041765108417882e-6,NA
GRD,1990.5,1990,1991,0,0,30,NA,NA,NA,vr,TRUE,0.8571428571428571,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,NA,0.9993325863685896,4.3005508606311845e-7,NA,4.4544097759599006e-7,-9.041765108417882e-6,NA
GRD,1991.5,1991,1992,0,0,32,NA,NA,NA,vr,TRUE,0.9142857142857143,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,NA,0.9993325863685896,4.3005508606311845e-7,NA,4.4544097759599006e-7,-9.041765108417882e-6,NA
GRD,1992.5,1992,1993,0,0,28,NA,NA,NA,vr,TRUE,0.8,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,NA,0.9993325863685896,4.3005508606311845e-7,NA,4.4544097759599006e-7,-9.041765108417882e-6,NA
GRD,1993.5,1993,1994,2,0.06451612903225806,31,NA,NA,NA,vr,TRUE,0.8857142857142857,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,NA,0.9993325863685896,4.3005508606311845e-7,NA,4.4544097759599006e-7,-9.041765108417882e-6,NA
GRD,1994.5,1994,1995,1,0.02127659574468085,47,NA,NA,NA,vr,TRUE,1,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,NA,0.9993325863685896,4.3005508606311845e-7,NA,4.4544097759599006e-7,-9.041765108417882e-6,NA
GRD,1995.5,1995,1996,0,0,35,NA,NA,NA,vr,TRUE,0.9459459459459459,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,NA,0.9993325863685896,4.3005508606311845e-7,NA,4.4544097759599006e-7,-9.041765108417882e-6,NA
GRD,1996.5,1996,1997,0,0,30,NA,NA,NA,vr,TRUE,1,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,NA,0.9993325863685896,4.3005508606311845e-7,NA,4.4544097759599006e-7,-9.041765108417882e-6,NA
GRD,2001.5,2001,2002,0,0,28,NA,NA,NA,vr,TRUE,1,maternal,0.5841427266999802,0.060900180177062876,0.3412227263073415,NA,0.9993325863685896,4.3005508606311845e-7,NA,4.4544097759599006e-7,-9.041765108417882e-6,NA
