IndicatorCode,Indicator,ValueType,ParentLocationCode,ParentLocation,Location type,SpatialDimValueCode,Location,Period type,Period,IsLatestYear,Dim1 type,Dim1,Dim1ValueCode,Dim2 type,Dim2,Dim2ValueCode,Dim3 type,Dim3,Dim3ValueCode,DataSourceDimValueCode,DataSource,FactValueNumericPrefix,FactValueNumeric,FactValueUoM,FactValueNumericLowPrefix,FactValueNumericLow,FactValueNumericHighPrefix,FactValueNumericHigh,Value,FactValueTranslationID,FactComments,Language,DateModified
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,AFR,Africa,Year,2010,false,,,,,,,,,,,,,615,,,575,,684,615 [575 – 684],,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,AMR,Americas,Year,2010,false,,,,,,,,,,,,,64,,,61,,68,64 [61 – 68],,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,EUR,Europe,Year,2010,false,,,,,,,,,,,,,1900,,,1800,,2000,"1,900 [1,800 – 2,000]",,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,WPR,Western Pacific,Year,2010,false,,,,,,,,,,,,,13000,,,12000,,14000,"13,000 [12,000 – 14,000]",,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,AFR,Africa,Year,2010,false,,,,,,,,,,,,,203000,,,190000,,225000,"203,000 [190,000 – 225,000]",,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,GLOBAL,(WHO) Global,Year,2010,false,,,,,,,,,,,,,343000,,,329000,,372000,"343,000 [329,000 – 372,000]",,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,EMR,Eastern Mediterranean,Year,2010,false,,,,,,,,,,,,,37000,,,32000,,45000,"37,000 [32,000 – 45,000]",,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,SEAR,South-East Asia,Year,2010,false,,,,,,,,,,,,,80000,,,72000,,90000,"80,000 [72,000 – 90,000]",,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,AMR,Americas,Year,2010,false,,,,,,,,,,,,,9700,,,9300,,10000,"9,700 [9,300 – 10,000]",,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,EUR,Europe,Year,2009,false,,,,,,,,,,,,,17,,,17,,19,17 [17 – 19],,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,SEAR,South-East Asia,Year,2009,false,,,,,,,,,,,,,226,,,205,,253,226 [205 – 253],,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,EMR,Eastern Mediterranean,Year,2009,false,,,,,,,,,,,,,230,,,201,,279,230 [201 – 279],,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,GLOBAL,(WHO) Global,Year,2009,false,,,,,,,,,,,,,257,,,246,,276,257 [246 – 276],,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,WPR,Western Pacific,Year,2009,false,,,,,,,,,,,,,53,,,49,,58,53 [49 – 58],,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,AFR,Africa,Year,2009,false,,,,,,,,,,,,,634,,,594,,699,634 [594 – 699],,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,AMR,Americas,Year,2009,false,,,,,,,,,,,,,66,,,64,,69,66 [64 – 69],,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,AMR,Americas,Year,2009,false,,,,,,,,,,,,,10000,,,9700,,11000,"10,000 [9,700 – 11,000]",,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,WPR,Western Pacific,Year,2009,false,,,,,,,,,,,,,13000,,,12000,,14000,"13,000 [12,000 – 14,000]",,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,EUR,Europe,Year,2009,false,,,,,,,,,,,,,2000,,,1900,,2100,"2,000 [1,900 – 2,100]",,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,AFR,Africa,Year,2009,false,,,,,,,,,,,,,205000,,,192000,,226000,"205,000 [192,000 – 226,000]",,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,GLOBAL,(WHO) Global,Year,2009,false,,,,,,,,,,,,,353000,,,339000,,381000,"353,000 [339,000 – 381,000]",,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,EMR,Eastern Mediterranean,Year,2009,false,,,,,,,,,,,,,38000,,,33000,,46000,"38,000 [33,000 – 46,000]",,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,SEAR,South-East Asia,Year,2009,false,,,,,,,,,,,,,86000,,,78000,,96000,"86,000 [78,000 – 96,000]",,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,EUR,Europe,Year,2008,false,,,,,,,,,,,,,18,,,18,,20,18 [18 – 20],,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,SEAR,South-East Asia,Year,2008,false,,,,,,,,,,,,,239,,,217,,267,239 [217 – 267],,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,EMR,Eastern Mediterranean,Year,2008,false,,,,,,,,,,,,,241,,,211,,289,241 [211 – 289],,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,GLOBAL,(WHO) Global,Year,2008,false,,,,,,,,,,,,,265,,,255,,284,265 [255 – 284],,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,WPR,Western Pacific,Year,2008,false,,,,,,,,,,,,,55,,,52,,60,55 [52 – 60],,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,AMR,Americas,Year,2008,false,,,,,,,,,,,,,65,,,63,,69,65 [63 – 69],,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,AFR,Africa,Year,2008,false,,,,,,,,,,,,,653,,,613,,716,653 [613 – 716],,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,AMR,Americas,Year,2008,false,,,,,,,,,,,,,10000,,,9700,,11000,"10,000 [9,700 – 11,000]",,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,WPR,Western Pacific,Year,2008,false,,,,,,,,,,,,,14000,,,13000,,15000,"14,000 [13,000 – 15,000]",,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,EUR,Europe,Year,2008,false,,,,,,,,,,,,,2100,,,2000,,2200,"2,100 [2,000 – 2,200]",,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,AFR,Africa,Year,2008,false,,,,,,,,,,,,,207000,,,195000,,227000,"207,000 [195,000 – 227,000]",,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,GLOBAL,(WHO) Global,Year,2008,false,,,,,,,,,,,,,363000,,,349000,,390000,"363,000 [349,000 – 390,000]",,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,EMR,Eastern Mediterranean,Year,2008,false,,,,,,,,,,,,,39000,,,34000,,47000,"39,000 [34,000 – 47,000]",,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,SEAR,South-East Asia,Year,2008,false,,,,,,,,,,,,,92000,,,83000,,102000,"92,000 [83,000 – 102,000]",,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,EUR,Europe,Year,2007,false,,,,,,,,,,,,,19,,,18,,21,19 [18 – 21],,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,SEAR,South-East Asia,Year,2007,false,,,,,,,,,,,,,252,,,229,,281,252 [229 – 281],,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,EMR,Eastern Mediterranean,Year,2007,false,,,,,,,,,,,,,255,,,225,,304,255 [225 – 304],,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,GLOBAL,(WHO) Global,Year,2007,false,,,,,,,,,,,,,274,,,263,,293,274 [263 – 293],,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,WPR,Western Pacific,Year,2007,false,,,,,,,,,,,,,56,,,53,,61,56 [53 – 61],,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,AMR,Americas,Year,2007,false,,,,,,,,,,,,,66,,,64,,69,66 [64 – 69],,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,AFR,Africa,Year,2007,false,,,,,,,,,,,,,673,,,634,,736,673 [634 – 736],,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,AMR,Americas,Year,2007,false,,,,,,,,,,,,,10000,,,9900,,11000,"10,000 [9,900 – 11,000]",,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,WPR,Western Pacific,Year,2007,false,,,,,,,,,,,,,14000,,,13000,,15000,"14,000 [13,000 – 15,000]",,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,EUR,Europe,Year,2007,false,,,,,,,,,,,,,2100,,,2000,,2300,"2,100 [2,000 – 2,300]",,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,AFR,Africa,Year,2007,false,,,,,,,,,,,,,209000,,,197000,,229000,"209,000 [197,000 – 229,000]",,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,GLOBAL,(WHO) Global,Year,2007,false,,,,,,,,,,,,,373000,,,359000,,400000,"373,000 [359,000 – 400,000]",,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,EMR,Eastern Mediterranean,Year,2007,false,,,,,,,,,,,,,40000,,,36000,,48000,"40,000 [36,000 – 48,000]",,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,SEAR,South-East Asia,Year,2007,false,,,,,,,,,,,,,98000,,,89000,,109000,"98,000 [89,000 – 109,000]",,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,EUR,Europe,Year,2006,false,,,,,,,,,,,,,20,,,19,,22,20 [19 – 22],,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,SEAR,South-East Asia,Year,2006,false,,,,,,,,,,,,,266,,,241,,296,266 [241 – 296],,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,EMR,Eastern Mediterranean,Year,2006,false,,,,,,,,,,,,,267,,,235,,316,267 [235 – 316],,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,GLOBAL,(WHO) Global,Year,2006,false,,,,,,,,,,,,,284,,,274,,304,284 [274 – 304],,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,WPR,Western Pacific,Year,2006,false,,,,,,,,,,,,,59,,,55,,64,59 [55 – 64],,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,AMR,Americas,Year,2006,false,,,,,,,,,,,,,67,,,65,,70,67 [65 – 70],,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,AFR,Africa,Year,2006,false,,,,,,,,,,,,,701,,,661,,765,701 [661 – 765],,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,AMR,Americas,Year,2006,false,,,,,,,,,,,,,10000,,,10000,,11000,"10,000 [10,000 – 11,000]",,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,SEAR,South-East Asia,Year,2006,false,,,,,,,,,,,,,104000,,,94000,,116000,"104,000 [94,000 – 116,000]",,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,WPR,Western Pacific,Year,2006,false,,,,,,,,,,,,,14000,,,13000,,15000,"14,000 [13,000 – 15,000]",,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,EUR,Europe,Year,2006,false,,,,,,,,,,,,,2200,,,2100,,2300,"2,200 [2,100 – 2,300]",,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,AFR,Africa,Year,2006,false,,,,,,,,,,,,,214000,,,202000,,233000,"214,000 [202,000 – 233,000]",,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,GLOBAL,(WHO) Global,Year,2006,false,,,,,,,,,,,,,386000,,,371000,,412000,"386,000 [371,000 – 412,000]",,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,EMR,Eastern Mediterranean,Year,2006,false,,,,,,,,,,,,,41000,,,36000,,49000,"41,000 [36,000 – 49,000]",,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,EUR,Europe,Year,2005,false,,,,,,,,,,,,,22,,,21,,24,22 [21 – 24],,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,EMR,Eastern Mediterranean,Year,2005,false,,,,,,,,,,,,,275,,,239,,333,275 [239 – 333],,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,SEAR,South-East Asia,Year,2005,false,,,,,,,,,,,,,280,,,255,,312,280 [255 – 312],,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,GLOBAL,(WHO) Global,Year,2005,false,,,,,,,,,,,,,296,,,285,,317,296 [285 – 317],,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,WPR,Western Pacific,Year,2005,false,,,,,,,,,,,,,61,,,57,,66,61 [57 – 66],,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,AMR,Americas,Year,2005,false,,,,,,,,,,,,,68,,,66,,71,68 [66 – 71],,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,AFR,Africa,Year,2005,false,,,,,,,,,,,,,735,,,693,,801,735 [693 – 801],,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,AMR,Americas,Year,2005,false,,,,,,,,,,,,,11000,,,10000,,11000,"11,000 [10,000 – 11,000]",,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,SEAR,South-East Asia,Year,2005,false,,,,,,,,,,,,,110000,,,100000,,123000,"110,000 [100,000 – 123,000]",,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,WPR,Western Pacific,Year,2005,false,,,,,,,,,,,,,15000,,,14000,,16000,"15,000 [14,000 – 16,000]",,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,EUR,Europe,Year,2005,false,,,,,,,,,,,,,2300,,,2200,,2500,"2,300 [2,200 – 2,500]",,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,AFR,Africa,Year,2005,false,,,,,,,,,,,,,219000,,,207000,,239000,"219,000 [207,000 – 239,000]",,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,GLOBAL,(WHO) Global,Year,2005,false,,,,,,,,,,,,,399000,,,384000,,427000,"399,000 [384,000 – 427,000]",,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,EMR,Eastern Mediterranean,Year,2005,false,,,,,,,,,,,,,42000,,,37000,,51000,"42,000 [37,000 – 51,000]",,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,EUR,Europe,Year,2004,false,,,,,,,,,,,,,23,,,22,,24,23 [22 – 24],,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,EMR,Eastern Mediterranean,Year,2004,false,,,,,,,,,,,,,286,,,251,,338,286 [251 – 338],,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,SEAR,South-East Asia,Year,2004,false,,,,,,,,,,,,,297,,,270,,332,297 [270 – 332],,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,GLOBAL,(WHO) Global,Year,2004,false,,,,,,,,,,,,,309,,,297,,331,309 [297 – 331],,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,WPR,Western Pacific,Year,2004,false,,,,,,,,,,,,,63,,,59,,68,63 [59 – 68],,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,AMR,Americas,Year,2004,false,,,,,,,,,,,,,70,,,68,,73,70 [68 – 73],,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,AFR,Africa,Year,2004,false,,,,,,,,,,,,,771,,,726,,841,771 [726 – 841],,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,AMR,Americas,Year,2004,false,,,,,,,,,,,,,11000,,,11000,,11000,"11,000 [11,000 – 11,000]",,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,SEAR,South-East Asia,Year,2004,false,,,,,,,,,,,,,117000,,,107000,,131000,"117,000 [107,000 – 131,000]",,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,WPR,Western Pacific,Year,2004,false,,,,,,,,,,,,,15000,,,14000,,16000,"15,000 [14,000 – 16,000]",,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,EUR,Europe,Year,2004,false,,,,,,,,,,,,,2400,,,2300,,2600,"2,400 [2,300 – 2,600]",,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,AFR,Africa,Year,2004,false,,,,,,,,,,,,,225000,,,212000,,246000,"225,000 [212,000 – 246,000]",,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,GLOBAL,(WHO) Global,Year,2004,false,,,,,,,,,,,,,414000,,,398000,,443000,"414,000 [398,000 – 443,000]",,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,EMR,Eastern Mediterranean,Year,2004,false,,,,,,,,,,,,,43000,,,38000,,51000,"43,000 [38,000 – 51,000]",,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,EUR,Europe,Year,2003,false,,,,,,,,,,,,,24,,,23,,26,24 [23 – 26],,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,EMR,Eastern Mediterranean,Year,2003,false,,,,,,,,,,,,,298,,,261,,352,298 [261 – 352],,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,SEAR,South-East Asia,Year,2003,false,,,,,,,,,,,,,311,,,283,,346,311 [283 – 346],,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,GLOBAL,(WHO) Global,Year,2003,false,,,,,,,,,,,,,319,,,306,,341,319 [306 – 341],,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,WPR,Western Pacific,Year,2003,false,,,,,,,,,,,,,66,,,62,,71,66 [62 – 71],,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,AMR,Americas,Year,2003,false,,,,,,,,,,,,,70,,,68,,73,70 [68 – 73],,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,AFR,Africa,Year,2003,false,,,,,,,,,,,,,801,,,752,,876,801 [752 – 876],,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,AMR,Americas,Year,2003,false,,,,,,,,,,,,,11000,,,11000,,11000,"11,000 [11,000 – 11,000]",,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,SEAR,South-East Asia,Year,2003,false,,,,,,,,,,,,,123000,,,112000,,137000,"123,000 [112,000 – 137,000]",,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,WPR,Western Pacific,Year,2003,false,,,,,,,,,,,,,16000,,,15000,,17000,"16,000 [15,000 – 17,000]",,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,EUR,Europe,Year,2003,false,,,,,,,,,,,,,2500,,,2400,,2700,"2,500 [2,400 – 2,700]",,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,AFR,Africa,Year,2003,false,,,,,,,,,,,,,229000,,,215000,,250000,"229,000 [215,000 – 250,000]",,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,GLOBAL,(WHO) Global,Year,2003,false,,,,,,,,,,,,,426000,,,408000,,455000,"426,000 [408,000 – 455,000]",,,EN,2019-12-13T00:00:00.000Z
MORT_MATERNALNUM,Number of maternal deaths,numeric,GLOBAL,(WHO) Global,WHO region,EMR,Eastern Mediterranean,Year,2003,false,,,,,,,,,,,,,45000,,,39000,,53000,"45,000 [39,000 – 53,000]",,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,EUR,Europe,Year,2002,false,,,,,,,,,,,,,25,,,24,,27,25 [24 – 27],,,EN,2019-12-13T00:00:00.000Z
MDG_0000000026,Maternal mortality ratio (per 100 000 live births),text,GLOBAL,(WHO) Global,WHO region,EMR,Eastern Mediterranean,Year,2002,false,,,,,,,,,,,,,306,,,267,,362,306 [267 – 362],,,EN,2019-12-13T00:00:00.000Z
